,type,lon,lat,geometry
23377,gov_building,32.9770787,60.9794586,POINT (32.9770787 60.9794586)
23378,food,30.342471,59.9268389,POINT (30.342471 59.9268389)
23379,railway,30.6801602,61.7032642,POINT (30.6801602 61.7032642)
23380,food,30.3356017,59.9451282,POINT (30.3356017 59.9451282)
23381,food,34.3081648,61.776105,POINT (34.3081648 61.776105)
23382,atm,32.9622178,60.9772803,POINT (32.9622178 60.9772803)
23383,food,30.3362725,59.9436047,POINT (30.3362725 59.9436047)
23384,food,30.2939163,59.9624933,POINT (30.2939163 59.9624933)
23385,atm,30.2942999,59.9627081,POINT (30.2942999 59.9627081)
23386,atm,30.2942757,59.9627471,POINT (30.2942757 59.9627471)
23387,food,20.5502762,54.7176881,POINT (20.5502762 54.7176881)
23388,food,30.3476934,59.9347917,POINT (30.3476934 59.9347917)
23389,food,30.2974552,59.95827,POINT (30.2974552 59.95827)
23390,food,30.1239348,59.9953105,POINT (30.1239348 59.9953105)
23391,food,30.1757475,59.9887035,POINT (30.1757475 59.9887035)
23392,food,30.3342804,59.9730664,POINT (30.3342804 59.9730664)
23393,food,30.3257694,59.9851826,POINT (30.3257694 59.9851826)
23394,food,30.2016405,60.0032192,POINT (30.2016405 60.0032192)
23395,food,30.327072,59.9849891,POINT (30.327072 59.9849891)
23396,school,30.3573137,59.9417975,POINT (30.3573137 59.9417975)
23397,food,30.3058153,59.9691121,POINT (30.3058153 59.9691121)
23398,food,30.3057553,59.9691047,POINT (30.3057553 59.9691047)
23399,school,30.3571504,59.9419598,POINT (30.3571504 59.9419598)
23400,food,30.3591929,59.9317601,POINT (30.3591929 59.9317601)
23401,railway,20.2806209,54.8183597,POINT (20.2806209 54.8183597)
23402,food,32.9461651,60.9776288,POINT (32.9461651 60.9776288)
23403,hospital,29.8775976,61.1216157,POINT (29.8775976 61.1216157)
23404,food,30.3621758,59.8103889,POINT (30.3621758 59.8103889)
23405,school,28.1802283,59.3742444,POINT (28.1802283 59.3742444)
