iter	RMSE
0	0.08316125476
1	0.08068309471
2	0.07808801654
3	0.07571284534
4	0.07359390043
5	0.07153103175
6	0.06958600374
7	0.06786899773
8	0.06618391942
9	0.06461344084
10	0.06319143525
11	0.06184993066
12	0.0605873596
13	0.05947382573
14	0.05843917246
15	0.05745925332
16	0.05656347249
17	0.05573421854
18	0.05497078942
19	0.05432514377
20	0.05367961965
21	0.05301453958
22	0.05247869285
23	0.05198123385
24	0.05151067239
25	0.05105933459
26	0.05063420701
27	0.05025168435
28	0.04987596301
29	0.04953281802
30	0.04922624621
31	0.04891158906
32	0.04863554462
33	0.04836910427
34	0.04812317336
35	0.04790754386
36	0.0476982265
37	0.04749518781
38	0.04731313044
39	0.04711142918
40	0.04694386118
41	0.04681971336
42	0.04665531003
43	0.04656920812
44	0.04642351415
45	0.04630818117
46	0.04621043971
47	0.0461151449
48	0.04603349582
49	0.04596464251
50	0.04587362078
51	0.04578847777
52	0.04571392928
53	0.04563063561
54	0.04556052619
55	0.04548189916
56	0.0454273016
57	0.04537512322
58	0.04529414982
59	0.04523656829
60	0.04517968056
61	0.04514466536
62	0.04509391568
63	0.04502354773
64	0.04497874351
65	0.04492253958
66	0.04485254256
67	0.04481736645
68	0.04476072438
69	0.04472638061
70	0.04469415354
71	0.04465316088
72	0.0446019095
73	0.04454646087
74	0.04450379272
75	0.04447159542
76	0.04441082889
77	0.04434942975
78	0.04431700385
79	0.04426762964
80	0.04421907473
81	0.04419774265
82	0.04416073315
83	0.04413028473
84	0.04409022253
85	0.04406657348
86	0.04403419515
87	0.04399640371
88	0.04395592708
89	0.04388919101
90	0.04384902033
91	0.04379984092
92	0.04377765919
93	0.04374966637
94	0.04371187101
95	0.04368112138
96	0.0436604094
97	0.04363784522
98	0.0436235589
99	0.04359836338
100	0.04357684969
101	0.04355108486
102	0.04353854848
103	0.04350320723
104	0.04346605289
105	0.04344806288
106	0.04343277499
107	0.04341780204
108	0.0433751667
109	0.04334737743
110	0.04331398087
111	0.04327998734
112	0.0432523831
113	0.04321513121
114	0.04317268403
115	0.04313498444
116	0.04309686006
117	0.04304578899
118	0.04301762855
119	0.04297600266
120	0.04294531919
121	0.04292563545
122	0.04290980612
123	0.04288942353
124	0.04287632458
125	0.04284168601
126	0.04281624332
127	0.04280038655
128	0.04277792104
129	0.0427284688
130	0.04270576992
131	0.04268317067
132	0.04264254823
133	0.04262435127
134	0.04259735577
135	0.04257246026
136	0.04253827721
137	0.042527285
138	0.04249864799
139	0.0424785778
140	0.04245867494
141	0.04243917876
142	0.04240936965
143	0.04237686524
144	0.04235111866
145	0.04232336318
146	0.04230916193
147	0.04229003033
148	0.04226324833
149	0.04225030883
150	0.04220895638
151	0.04219945466
152	0.04217307582
153	0.04214412638
154	0.04210290348
155	0.04208365991
156	0.04204144595
157	0.04200309458
158	0.04197263186
159	0.04192152769
160	0.04187767999
161	0.04185601997
162	0.04182028846
163	0.04177975919
164	0.04174910843
165	0.04170318706
166	0.0416785875
167	0.04165452807
168	0.04163523321
169	0.04159867971
170	0.04158871592
171	0.04156048492
172	0.04153384926
173	0.04150614448
174	0.04147050918
175	0.04146226279
176	0.04144041599
177	0.04139838262
178	0.04138875525
179	0.04135372456
180	0.04130791963
181	0.04127012778
182	0.04123208168
183	0.04118164877
184	0.04116729384
185	0.04114280869
186	0.04110962235
187	0.04110221799
188	0.04109605419
189	0.041056044
190	0.04102528658
191	0.04099941094
192	0.0409853231
193	0.04095936075
194	0.04093129729
195	0.04088836462
196	0.04086205369
197	0.04081088846
198	0.04078922478
199	0.04074551551
200	0.04073026069
201	0.04070975934
202	0.04068827761
203	0.04064562983
204	0.04060610419
205	0.04057942969
206	0.04054816854
207	0.04051553331
208	0.04048117708
209	0.04045037011
210	0.04042867947
211	0.04038876788
212	0.04035949931
213	0.04031824315
214	0.04027481834
215	0.04025946721
216	0.04023743663
217	0.04019538839
218	0.04016886354
219	0.04013032017
220	0.04010665307
221	0.04008583712
222	0.04006636521
223	0.0400440208
224	0.04002543243
225	0.03998304614
226	0.0399471545
227	0.03992180849
228	0.03990454095
229	0.03986841587
230	0.03985046686
231	0.03982577254
232	0.03978599657
233	0.03975864249
234	0.03970960596
235	0.03967217074
236	0.03964058736
237	0.03961060193
238	0.03955743795
239	0.03952550699
240	0.03949921348
241	0.03947172144
242	0.0394293536
243	0.03941682994
244	0.03936941862
245	0.03935069507
246	0.03932140771
247	0.03929395561
248	0.03928231311
249	0.03924719352
250	0.03920815604
251	0.03918877118
252	0.03914803359
253	0.03913506044
254	0.0391234712
255	0.03909246888
256	0.03905784534
257	0.03902362225
258	0.03900504135
259	0.03898063962
260	0.03896970506
261	0.03895205308
262	0.0389165425
263	0.03887909081
264	0.0388486731
265	0.03880279597
266	0.03876992198
267	0.03874247829
268	0.03872416077
269	0.03870199739
270	0.03865909626
271	0.03863962108
272	0.038621774
273	0.03859800868
274	0.03858235492
275	0.03856303841
276	0.03852401464
277	0.03849214676
278	0.03846061326
279	0.03843251199
280	0.03841268381
281	0.03837724974
282	0.03834473434
283	0.03831140748
284	0.03827807201
285	0.03825340704
286	0.0382341573
287	0.03821672823
288	0.03818547418
289	0.03816213858
290	0.03814336364
291	0.03813297286
292	0.03812239725
293	0.03811181363
294	0.03809706406
295	0.03807395276
296	0.03805502212
297	0.03804957847
298	0.03802085505
299	0.03799547212
300	0.03796576672
301	0.03794685645
302	0.03793429909
303	0.03790775258
304	0.0378724858
305	0.0378287911
306	0.03779663761
307	0.03775287046
308	0.03771790324
309	0.03769971751
310	0.03766959425
311	0.03765846004
312	0.03764015427
313	0.03760928736
314	0.03757249058
315	0.0375495771
316	0.03753440438
317	0.03751440996
318	0.03749362488
319	0.03747574281
320	0.03745743136
321	0.03742245426
322	0.0374103344
323	0.03739888239
324	0.0373730786
325	0.03735475861
326	0.03733929815
327	0.03731827069
328	0.03729209038
329	0.03726960918
330	0.03726172599
331	0.03724692884
332	0.03723233008
333	0.03720528288
334	0.03717377645
335	0.03713671572
336	0.03712403153
337	0.03709953163
338	0.03707235383
339	0.03705424532
340	0.03704394944
341	0.03699554826
342	0.03696175908
343	0.0369300805
344	0.03690515934
345	0.03689097494
346	0.03686417262
347	0.03683703243
348	0.03683161278
349	0.03680201975
350	0.03677063984
351	0.03674458491
352	0.03673272269
353	0.03670539373
354	0.03668697494
355	0.03665442387
356	0.03663010901
357	0.03660545618
358	0.03658137402
