iter	RMSE
0	0.08089930473
1	0.07644771834
2	0.07244488919
3	0.06880827752
4	0.06572999642
5	0.06308106426
6	0.06102826689
7	0.05912133318
8	0.05764033602
9	0.05641445095
10	0.05521273083
11	0.05419038581
12	0.05343892769
13	0.05263959178
14	0.05206540403
15	0.05161981555
16	0.05117408785
17	0.05078866477
18	0.05046804224
19	0.05016379367
20	0.04994956155
21	0.04972605943
22	0.04954010016
23	0.04933854001
24	0.04918511027
25	0.04903533947
26	0.04895157466
27	0.04889133799
28	0.0488009183
29	0.04865398616
30	0.04858877438
31	0.04850791113
32	0.04844453583
33	0.04836268683
34	0.0482842617
35	0.04817595366
36	0.04809115468
37	0.04801654169
38	0.0479508227
39	0.04785882036
40	0.04781850559
41	0.04772112253
42	0.047654864
43	0.04757873676
44	0.04754702838
45	0.04750427493
46	0.04746342806
47	0.04738339996
48	0.04734130292
49	0.04728588578
50	0.04721124919
51	0.04717061438
52	0.04714195609
53	0.04708989714
54	0.04700634107
55	0.04698483609
56	0.04696312406
57	0.04691466468
58	0.04681198745
59	0.0467753291
60	0.04669873763
61	0.04664291667
62	0.04660258853
63	0.04656282602
64	0.04654412248
65	0.04649336362
66	0.04646693963
67	0.04639676455
68	0.04636840442
69	0.04632694391
70	0.04625550236
71	0.04623076219
72	0.04618821595
73	0.04613109735
74	0.04607444355
75	0.04602166172
76	0.04598126163
77	0.04591321728
78	0.04582608338
79	0.04578365858
80	0.04575878892
81	0.04574311947
82	0.04569609919
83	0.0456704618
84	0.04560479955
85	0.04556418887
86	0.0454908255
87	0.04543515478
88	0.04541406358
89	0.04537670136
90	0.04535086774
91	0.04530115295
92	0.04523863704
93	0.0451828223
94	0.04512933609
95	0.04509289591
96	0.04501745599
97	0.04494128469
98	0.04483921769
99	0.04477792666
100	0.04469467789
101	0.04464420379
102	0.04455915661
103	0.04449431939
104	0.04446077984
105	0.04441325049
106	0.04435015082
107	0.04431671796
108	0.0443086938
109	0.0442192538
110	0.04420746757
111	0.04414127163
112	0.04412026465
113	0.04409311872
114	0.04404705269
115	0.044002047
116	0.04396035718
117	0.04388191259
118	0.04383854336
119	0.04377621107
120	0.04372092333
121	0.04366966292
122	0.04364715253
123	0.04357349145
124	0.0435395045
125	0.04346309943
126	0.0434021441
127	0.04334570151
128	0.04328627926
129	0.04321508663
130	0.04312108697
131	0.04307340005
132	0.04302615579
133	0.042937141
134	0.04290924079
135	0.04286250501
136	0.04282057652
137	0.04279366345
138	0.04274496843
139	0.0426837962
140	0.04264986138
141	0.04260737389
142	0.04254103631
143	0.04250631625
144	0.0424806287
145	0.04245124516
146	0.04242998317
147	0.04242623126
148	0.0423815684
149	0.04231248714
150	0.04228636475
151	0.04225406089
152	0.04220240783
153	0.04214443261
154	0.04209144495
155	0.04205766899
156	0.0420235143
157	0.04201281779
158	0.04193777232
159	0.04189149106
160	0.04188166206
161	0.04183833528
162	0.04180961875
163	0.04179436252
